id,label
533,0
534,1
535,1
536,0
537,0
538,0
539,1
540,0
541,1
542,0
543,0
544,0
545,0
546,0
547,1
548,0
549,0
550,1
551,0
552,0
553,1
554,0
555,0
556,0
557,0
558,0
559,1
560,1
561,0
562,0
563,0
564,1
565,0
566,0
567,1
568,0
569,1
570,0
571,0
572,1
573,1
574,0
575,0
576,0
577,0
578,0
579,1
580,1
581,0
582,0
583,0
584,0
585,0
586,1
587,0
588,0
589,1
590,0
591,0
592,0
593,1
594,1
595,0
596,1
597,0
598,1
599,0
600,1
601,1
602,0
603,1
604,0
605,0
606,0
607,1
608,0
609,1
610,0
611,0
612,0
613,0
614,0
615,0
616,1
617,0
618,0
619,0
620,0
621,0
622,0
623,0
624,0
625,0
626,0
627,0
628,0
629,0
630,1
631,1
632,1
633,1
634,0
635,0
636,0
637,0
638,0
639,0
640,0
641,1
642,0
643,0
644,0
645,0
646,1
647,0
648,0
649,1
650,1
651,1
652,1
653,0
654,1
655,1
656,1
657,0
658,1
659,1
660,0
661,0
662,0
663,0
664,1
665,0
666,0
667,1
668,0
669,0
670,0
671,1
672,1
673,0
674,0
675,0
676,0
677,0
678,0
679,0
680,1
681,1
682,0
683,0
684,0
685,0
686,0
687,0
688,0
689,0
690,1
691,0
692,1
693,0
694,0
695,0
696,0
697,0
698,0
699,0
700,1
701,1
702,0
703,0
704,0
705,0
706,0
707,0
708,1
709,0
710,0
711,0
712,1
713,1
714,0
715,0
716,0
717,1
718,0
719,0
720,0
721,1
722,0
723,0
724,0
725,0
726,0
727,1
728,0
729,1
730,1
731,0
732,0
733,0
734,0
735,0
736,0
737,0
738,0
739,1
740,0
741,0
742,1
743,1
744,0
745,0
746,0
747,0
748,0
749,1
750,0
751,0
752,0
753,0
754,0
755,0
756,1
757,0
758,0
759,0
760,0
761,0
762,0
763,0
764,0
765,1
766,1
767,0
768,1
769,0
770,1
771,0
772,1
773,0
774,1
775,0
776,0
777,1
778,0
779,0
780,0
781,0
782,1
783,0
784,1
785,0
786,0
787,0
788,0
789,0
790,1
791,0
792,0
793,0
794,0
795,0
796,0
797,0
798,0
799,1
800,0
801,0
802,0
803,0
804,0
805,0
806,1
807,0
808,0
809,0
810,0
811,0
812,0
813,0
814,0
815,1
816,1
817,0
818,1
819,1
820,0
821,0
822,1
823,0
824,1
825,0
826,1
827,1
828,1
829,0
830,0
831,1
832,0
833,0
834,0
835,0
836,0
837,1
838,1
839,0
840,0
841,0
842,0
843,1
844,0
845,0
846,0
847,0
848,0
849,0
850,0
851,1
852,1
853,0
854,0
855,0
856,0
857,1
858,1
859,0
860,0
861,0
862,1
863,1
864,0
865,0
866,0
867,0
868,0
869,1
870,1
871,1
872,0
873,0
874,1
875,0
876,0
877,0
878,1
879,1
880,1
881,0
882,0
883,1
884,0
885,1
886,0
887,1
888,1
889,0
890,0
891,0
892,0
893,0
894,0
895,0
896,0
897,0
898,0
899,1
900,0
901,0
902,1
903,0
904,0
905,1
906,0
907,0
908,0
909,0
910,1
911,0
912,1
913,1
914,0
915,0
916,0
917,1
918,0
919,0
920,1
921,1
922,0
923,0
924,0
925,0
926,0
927,0
928,0
929,1
930,0
931,0
932,0
933,1
934,0
935,0
936,0
937,1
938,1
939,0
940,1
941,0
942,1
943,1
944,1
945,0
946,0
947,1
948,0
949,0
950,0
951,0
952,1
953,0
954,1
955,0
956,0
957,0
958,1
959,0
960,0
961,0
962,1
963,0
964,0
965,1
966,0
967,1
968,0
969,1
970,0
971,0
972,1
973,0
974,0
975,0
976,0
977,0
978,0
979,1
980,0
981,0
982,0
983,1
984,1
985,0
986,1
987,0
988,0
989,0
990,0
991,0
992,0
993,1
994,0
995,1
996,0
997,0
998,0
999,0
1000,0
1001,0
1002,0
1003,1
1004,0
1005,0
1006,1
1007,0
1008,1
1009,1
1010,0
1011,0
1012,0
1013,0
1014,0
1015,1
1016,0
1017,1
1018,0
1019,1
1020,0
1021,0
1022,0
1023,1
1024,0
1025,0
1026,0
1027,0
1028,1
1029,0
1030,1
1031,1
1032,0
1033,0
1034,0
1035,0
1036,0
1037,0
1038,0
1039,1
1040,0
1041,0
1042,1
1043,0
1044,1
1045,0
1046,1
1047,0
1048,1
1049,0
1050,0
1051,0
1052,0
1053,1
1054,0
1055,0
1056,0
1057,0
1058,0
1059,0
1060,0
1061,0
1062,0
1063,0
1064,0
1065,0
1066,0
1067,0
1068,0
1069,0
1070,0
1071,0
1072,0
1073,0
1074,1
1075,0
1076,0
1077,1
1078,1
1079,0
1080,0
1081,1
1082,1
1083,0
1084,0
1085,0
1086,1
1087,0
1088,0
1089,0
1090,1
1091,1
1092,0
1093,0
1094,0
1095,0
1096,0
1097,0
1098,0
1099,0
1100,0
1101,1
1102,0
1103,0
1104,1
1105,1
1106,0
1107,0
1108,0
1109,0
1110,0
1111,0
1112,1
1113,1
1114,1
1115,0
1116,0
1117,0
1118,1
1119,0
1120,0
1121,0
1122,0
1123,0
1124,0
1125,0
1126,1
1127,0
1128,1
1129,1
1130,0
1131,0
1132,0
1133,0
1134,0
1135,0
1136,0
1137,1
1138,0
1139,0
1140,0
1141,0
1142,0
1143,0
1144,0
1145,1
1146,0
1147,1
1148,0
1149,0
1150,0
1151,0
1152,0
1153,0
1154,0
1155,1
1156,0
1157,0
1158,0
1159,0
1160,0
1161,0
1162,0
1163,1
1164,1
1165,0
1166,0
1167,0
1168,0
1169,0
1170,0
1171,1
1172,0
1173,0
1174,0
1175,1
1176,0
1177,1
1178,1
1179,1
1180,1
1181,1
1182,0
1183,1
1184,0
1185,1
1186,0
1187,0
1188,1
1189,1
1190,0
1191,0
1192,0
1193,1
1194,0
1195,1
1196,1
1197,0
1198,0
1199,0
1200,0
1201,0
1202,0
1203,1
1204,1
1205,0
1206,1
1207,0
1208,0
1209,0
1210,1
1211,1
1212,0
1213,0
1214,0
1215,0
1216,1
1217,1
1218,0
1219,0
1220,0
1221,0
1222,0
1223,0
1224,0
1225,0
1226,1
1227,0
1228,1
1229,0
1230,0
1231,0
1232,0
1233,0
1234,0
1235,0
1236,0
1237,0
1238,1
1239,0
1240,0
1241,1
1242,0
1243,1
1244,0
1245,0
1246,0
1247,0
1248,0
1249,0
1250,0
1251,0
1252,0
1253,0
1254,1
1255,0
1256,0
1257,0
1258,0
1259,0
1260,0
1261,1
1262,1
1263,0
1264,0
1265,0
1266,1
1267,0
1268,0
1269,1
1270,0
1271,0
1272,0
1273,0
1274,0
1275,1
1276,0
1277,1
1278,1
1279,0
1280,0
1281,0
1282,1
1283,0
1284,1
1285,0
1286,0
1287,0
1288,1
1289,0
1290,0
1291,0
1292,0
1293,1
1294,0
1295,0
1296,1
1297,0
1298,0
1299,0
1300,0
1301,1
1302,0
1303,0
1304,1
1305,1
1306,0
1307,0
1308,0
1309,0
1310,0
1311,0
1312,0
1313,1
1314,1
1315,0
1316,0
1317,1
1318,0
1319,1
1320,0
1321,0
1322,1
1323,0
1324,0
1325,0
1326,0
1327,0
1328,1
1329,1
1330,0
1331,0
1332,1
1333,1
1334,0
1335,0
1336,0
1337,0
1338,1
1339,0
1340,0
1341,1
1342,1
1343,0
1344,1
1345,0
1346,0
1347,0
1348,0
1349,0
1350,1
1351,0
1352,1
1353,1
1354,0
1355,0
1356,0
1357,0
1358,0
1359,0
1360,1
1361,0
1362,1
1363,1
1364,0
1365,1
1366,1
1367,0
1368,0
1369,0
1370,1
1371,0
1372,1
1373,1
1374,0
1375,0
1376,0
1377,0
1378,0
1379,0
1380,0
1381,1
1382,0
1383,1
1384,0
1385,0
1386,1
1387,1
1388,1
1389,0
1390,0
1391,1
1392,1
1393,0
1394,1
1395,0
1396,0
1397,0
1398,0
1399,1
1400,0
1401,0
1402,0
1403,1
1404,0
1405,0
1406,1
1407,0
1408,1
1409,0
1410,0
1411,1
1412,0
1413,0
1414,1
1415,1
1416,0
1417,1
1418,0
1419,0
1420,1
1421,0
1422,1
1423,1
1424,0
1425,0
1426,0
1427,0
1428,0
1429,0
1430,0
1431,1
1432,0
1433,0
1434,0
1435,0
1436,0
1437,0
1438,0
1439,1
1440,0
1441,0
1442,1
1443,0
1444,0
1445,0
1446,0
1447,1
1448,0
1449,0
1450,0
1451,0
1452,1
1453,0
1454,0
1455,0
1456,0
1457,0
1458,0
1459,0
1460,0
1461,0
1462,0
1463,0
1464,1
1465,0
1466,1
1467,0
1468,0
1469,0
1470,0
1471,1
1472,0
1473,1
1474,0
1475,0
1476,1
1477,0
1478,0
1479,0
1480,0
1481,0
1482,1
1483,0
1484,0
1485,0
1486,0
1487,0
1488,0
1489,1
1490,0
1491,0
1492,1
1493,0
1494,0
1495,1
1496,0
1497,0
1498,0
1499,0
1500,0
1501,0
1502,0
1503,0
1504,1
1505,0
1506,1
1507,1
1508,1
1509,0
1510,0
1511,1
1512,1
1513,1
1514,1
1515,1
1516,1
1517,0
1518,0
1519,0
1520,0
1521,1
1522,1
1523,0
1524,0
1525,0
1526,0
1527,0
1528,0
1529,0
1530,1
1531,0
1532,0
1533,0
1534,0
1535,0
1536,0
1537,0
1538,0
1539,1
1540,0
1541,0
1542,0
1543,0
1544,0
1545,0
1546,0
1547,0
1548,1
1549,0
1550,0
